id,output_front,output_back,xsize,ysize,category,scene_back,scene_front,cardframe_back,cardframe_front,graphic1,graphic2,animation,frames,fps,start_frame,name,body,hair,hair2,body_id,face,leg,silkpattern,silkcol1,silkcol2,sire_id,dam_id,breeder,trainer,description,life,lifewin,liferec,lifedollar,year1,year1title,year2,year2title,year3,year3title,year4,year4title,colour_text,_id,bucket,owner_id,user_horse_id,orig_ghuid,gen,texture_id,face_mark_id,leg_mark_id,trainer_id,gender,age,energy,happiness,conditioning,grade,bloodline,race_tokens,skill_points,train_points,min_speed,norm_speed,inc_speed,over_inc_speed,tpoints_speed,min_stamina,norm_stamina,inc_stamina,over_inc_stamina,tpoints_stamina,min_acceleration,norm_acceleration,inc_acceleration,over_inc_acceleration,tpoints_acceleration,skill_first_out,skill_front,skill_rail,skill_breezing,skill_working,skill_drafting,skill_turning,skill_dueling,skill_overtaking,skill_final_kick,skill_closing,speed_traits,stamina_traits,acceleration_traits,sire_ghuid,dam_ghuid,trait_small_size,trait_avg_size,trait_big_size,trait_colossus_size,trait_high_stride,trait_pony_strider,trait_silky_stride,trait_long_strider,trait_rip_quarters,trait_muscular,trait_athletic_build,trait_plenty_of_bone,trait_turf_lover,trait_dirt_digger,trait_comp_driver,trait_turner,trait_comf_runner,trait_quick_speed,trait_sprinter,trait_miler,trait_marathoner,trait_muddy_runner,trait_nice_and_hot,trait_cold_killer,trait_wet_winner,trait_leader,trait_hunter,trait_del_motivation,trait_starter,trait_jockeying,trait_finisher,trait_learner,locus_ext,locus_gray,locus_kit,train_user_xp_reward,overtrain_user_xp_reward,train_user_coins_cost,train_user_ices_cost,train_horse_energy_cost,train_horse_conditioning_gain,train_horse_happiness_gain,train_horse_happiness_drop,train_points_pool,train_points_free_pool,train_points_coins_pool,train_points_ices_pool,train_point_free_cooldown,train_point_coins_cooldown,train_point_ices_cooldown,energy_repl_interval,energy_repl_amount,feeding_cooldown,caring_cooldown,tiredness_cooldown,tiredness_horse_happiness_drop,skill_points_pool,race_tokens_pool,nft_token_id
10111,10111.mp4,10111b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0011,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,None.png,hrs_horseLegMarking_01.png,Grade1-Frame.png,FFFFFF,FFFFFF,2813591557,2813853701,,,,,,,,,,,,,,,,Brown,10111,0,0,0,0,1,67,0,3,11,0,0,100,100,100,1,1,3,0,300,70,78,3,0.30,0,71,80,3,0.30,0,69,83,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726735,9590803,11713046,2813591557,2813853701,10,62,52,22,6,58,57,25,4,55,62,29,38,66,46,47,46,45,28,73,35,58,47,47,47,59,60,46,56,58,56,48,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10112,10112.mp4,10112b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0012,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,hrs_headMarkingStar_01.png,hrs_horseLegMarking_01.png,Grade1-Frame.png,FFFFFF,FFFFFF,27610316805,2849505285,,,,,,,,,,,,,,,,Brown,10112,0,0,0,0,2,67,6,3,25,0,0,100,100,100,1,1,3,0,300,66,76,3,0.30,0,67,80,3,0.30,0,66,77,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7976591,9582610,11442711,27610316805,2849505285,15,69,43,16,9,61,53,22,14,67,45,17,27,76,50,52,57,46,29,70,29,55,45,53,48,50,47,51,50,51,48,44,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10113,10113.mp4,10113b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0013,hrs_bodyBay_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,64,hrs_headMarkingStripe_07.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,28396748805,2837446661,,,,,,,,,,,,,,,,Bay,10113,0,0,0,0,2,64,7,4,19,1,0,100,100,100,1,1,3,0,300,71,78,3,0.30,0,71,79,3,0.30,0,70,78,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726735,9582610,11192726,28396748805,2837446661,9,61,53,22,8,60,55,24,10,62,52,22,35,66,48,54,59,56,33,81,35,46,55,44,49,49,49,58,48,48,44,47,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10114,10114.mp4,10114b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0014,hrs_bodyBay_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,64,hrs_headMarkingStar_03.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,28643688453,27339784197,,,,,,,,,,,,,,,,Bay,10114,0,0,0,0,2,64,9,4,17,1,0,100,100,100,1,1,3,0,300,65,77,3,0.30,0,70,82,3,0.30,0,70,77,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984781,9844755,11446807,28643688453,27339784197,15,68,44,16,4,56,60,28,11,64,49,20,34,77,49,49,50,45,37,78,28,44,55,50,49,45,46,53,49,50,50,48,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10115,10115.mp4,10115b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0015,hrs_bodyGreyDappled_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,70,hrs_headMarkingStar_05.png,hrs_horseLegMarking_03.png,Grade1-Frame.png,FFFFFF,FFFFFF,28643950597,26818117637,,,,,,,,,,,,,,,,Dappled Grey,10115,0,0,0,0,2,70,11,4,12,0,0,100,100,100,1,1,3,0,300,67,79,3,0.30,0,66,76,3,0.30,0,64,78,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7198352,9844754,10926616,28643950597,26818117637,10,63,50,21,15,69,43,16,14,67,45,17,32,71,49,47,46,49,36,72,27,43,49,49,53,48,52,52,42,41,48,49,5,0,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10116,10116.mp4,10116b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TKickback,265,25,1,OC-A1-0016,hrs_bodyBayBloody_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,65,hrs_headMarkingStar_05.png,hrs_horseLegMarking_06.png,Grade1-Frame.png,FFFFFF,FFFFFF,28657582085,28654436357,,,,,,,,,,,,,,,,Bloody Bay,10116,0,0,0,0,3,65,11,2,22,0,0,100,100,100,1,1,3,0,300,63,77,3,0.30,0,63,78,3,0.30,0,65,71,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7984782,9058323,10930582,28657582085,28654436357,16,70,42,15,15,68,44,16,22,78,30,7,34,64,38,46,45,40,34,62,30,51,38,46,49,45,40,49,52,52,52,42,2,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10117,10117.mp4,10117b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0017,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStripe_02.png,hrs_horseLegMarking_02.png,Grade1-Frame.png,FFFFFF,FFFFFF,2849767429,2840592389,,,,,,,,,,,,,,,,Chestnut,10117,0,0,0,0,1,68,2,1,19,1,0,100,100,100,1,1,3,0,300,71,81,3,0.30,0,68,81,3,0.30,0,65,76,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726735,9582612,10926487,2849767429,2840592389,5,56,59,27,7,59,56,25,16,70,42,15,37,80,47,56,48,53,39,69,33,51,57,53,57,60,57,51,48,57,52,57,6,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10118,10118.mp4,10118b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0018,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStripe_05.png,hrs_horseLegMarking_07.png,Grade1-Frame.png,FFFFFF,FFFFFF,2656829445,26564886533,,,,,,,,,,,,,,,,Chestnut,10118,0,0,0,0,2,68,5,5,19,0,0,100,100,100,1,1,3,0,300,75,83,3,0.30,0,61,69,3,0.30,0,75,83,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726735,9848788,11188631,2656829445,26564886533,0,50,68,33,28,85,22,1,0,50,68,33,37,63,50,52,48,54,63,25,32,43,54,56,44,43,46,42,48,44,56,43,6,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10119,10119.mp4,10119b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0019,hrs_bodyChestnut_AM.png,hrs_hair_ReddishBrown_head.png,hrs_hair_ReddishBrown_neck.png,68,hrs_headMarkingStar_02.png,hrs_horseLegMarking_02.png,Grade1-Frame.png,FFFFFF,FFFFFF,28397797381,28412215301,,,,,,,,,,,,,,,,Chestnut,10119,0,0,0,0,2,68,8,1,1,1,0,100,100,100,1,1,3,0,300,68,76,3,0.30,0,68,84,3,0.30,0,68,81,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7198351,9844754,11708952,28397797381,28412215301,14,67,45,17,3,54,63,29,7,59,56,25,36,76,46,45,50,45,40,71,32,59,55,53,55,57,52,52,53,58,49,50,5,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10120,10120.mp4,10120b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TNodyes,181,25,1,OC-A1-0020,hrs_bodyBayBloody_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,65,hrs_headMarkingStar_05.png,hrs_horseLegMarking_05.png,Grade1-Frame.png,FFFFFF,FFFFFF,282853381,2807562245,,,,,,,,,,,,,,,,Bloody Bay,10120,0,0,0,0,1,65,11,6,5,0,0,100,100,100,1,1,3,0,300,71,78,3,0.30,0,71,84,3,0.30,0,69,84,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7194192,9844754,11704855,282853381,2807562245,9,61,53,22,1,51,66,32,2,53,64,30,70,26,59,57,59,52,39,77,28,56,51,48,56,57,59,48,48,44,45,54,0,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10121,10121.mp4,10121b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TShake,195,25,1,OC-A1-0021,hrs_bodyBay_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,64,hrs_headMarkingStripe_02.png,hrs_horseLegMarking_05.png,Grade1-Frame.png,FFFFFF,FFFFFF,287047685,27343978501,,,,,,,,,,,,,,,,Bay,10121,0,0,0,0,2,64,2,6,17,0,0,100,100,100,1,1,3,0,300,65,72,3,0.30,0,66,73,3,0.30,0,66,74,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7460429,9582612,11180568,287047685,27343978501,21,76,33,9,19,74,36,11,18,72,38,13,60,23,46,39,46,44,23,62,27,52,38,39,52,43,51,41,50,50,49,42,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10122,10122.mp4,10122b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TKickback,265,25,1,OC-A1-0022,hrs_bodyGreyDappled_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,70,hrs_headMarkingStripe_04.png,hrs_horseLegMarking_01.png,Grade1-Frame.png,FFFFFF,FFFFFF,27333754885,27346337797,,,,,,,,,,,,,,,,Dappled Grey,10122,0,0,0,0,3,70,4,3,1,0,0,100,100,100,1,1,3,0,300,72,77,3,0.30,0,59,69,3,0.30,0,71,77,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7726734,9578450,11442582,27333754885,27346337797,10,62,52,22,29,86,19,0,10,63,50,21,28,60,40,43,42,45,64,23,26,39,49,45,50,49,46,52,39,39,44,43,2,1,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10123,10123.mp4,10123b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TNodno,191,25,1,OC-A1-0023,hrs_bodyBay_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,64,hrs_headMarkingStar_02.png,None.png,Grade1-Frame.png,FFFFFF,FFFFFF,26834894853,27081310213,,,,,,,,,,,,,,,,Bay,10123,0,0,0,0,3,64,8,0,8,1,0,100,100,100,1,1,3,0,300,60,72,3,0.30,0,71,83,3,0.30,0,58,73,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7202447,9324626,11442582,26834894853,27081310213,24,80,27,5,2,53,64,30,24,80,27,5,31,74,43,48,48,50,28,27,76,53,55,47,56,51,41,55,46,42,44,46,0,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
10124,10124.mp4,10124b.mp4,600,840,Regular,NFT2023BackRT,NFT2023-V9,NFT-BACK-V6-Unity.png,NFT-Frame-V9.png,USA-Frame.png,Grade1-Frame.png,TRearup,188,25,1,OC-A1-0024,hrs_bodyBrown_AM.png,hrs_hair_Black_head.png,hrs_hair_Black_neck.png,67,hrs_headMarkingStar_02.png,hrs_horseLegMarking_02.png,Grade1-Frame.png,FFFFFF,FFFFFF,2656305157,2656567301,,,,,,,,,,,,,,,,Brown,10124,0,0,0,0,1,67,8,1,10,0,0,100,100,100,1,1,3,0,300,78,82,3,0.30,0,60,72,3,0.30,0,73,86,3,0.30,0,0,0,0,0,0,0,0,0,0,0,0,7980686,9582546,11713047,2656305157,2656567301,0,49,69,34,24,80,27,5,0,46,73,36,38,74,58,45,52,56,79,32,34,52,51,48,46,46,59,53,49,55,58,52,1,5,6,0,0,2500,100,0,0,0,0,300,5,2,3,17280,43200,28800,900,5,900,1200,300,0,125,3,
